Transaction Ref,Gross Amount,Currency Code,Captured At,Idempotency Key
TXN-3MVDXHQ-000595,26629.55,INR,2026-08-19T17:43:59.578Z,gw-3MVDXHQ-TXN-3MVDXHQ-000595
TXN-3MVDXHQ-000596,21442.27,INR,2026-08-19T17:43:59.655Z,gw-3MVDXHQ-TXN-3MVDXHQ-000596
TXN-3MVDXHQ-000597,6008.56,INR,2026-08-19T17:43:59.734Z,gw-3MVDXHQ-TXN-3MVDXHQ-000597
TXN-3MVDXHQ-000598,49540.72,INR,2026-08-19T17:43:59.805Z,gw-3MVDXHQ-TXN-3MVDXHQ-000598
TXN-3MVDXHQ-000599,41063.98,INR,2026-08-19T17:43:59.987Z,gw-3MVDXHQ-TXN-3MVDXHQ-000599
TXN-3MVDXHQ-000600,8460.83,INR,2026-08-19T17:44:00.094Z,gw-3MVDXHQ-TXN-3MVDXHQ-000600
TXN-3MVDXHQ-000601,21782.58,INR,2026-08-19T17:44:00.181Z,gw-3MVDXHQ-TXN-3MVDXHQ-000601
TXN-3MVDXHQ-000602,15822.02,INR,2026-08-19T17:44:00.289Z,gw-3MVDXHQ-TXN-3MVDXHQ-000602
TXN-3MVDXHQ-000603,23253.14,INR,2026-08-19T17:44:00.327Z,gw-3MVDXHQ-TXN-3MVDXHQ-000603
TXN-3MVDXHQ-000604,38522.34,INR,2026-08-19T17:44:00.465Z,gw-3MVDXHQ-TXN-3MVDXHQ-000604
TXN-3MVDXHQ-000604,38522.34,INR,2026-08-19T17:44:00.465Z,gw-3MVDXHQ-TXN-3MVDXHQ-000604
TXN-3MVDXHQ-000605,26430.48,INR,2026-08-19T17:44:00.508Z,gw-3MVDXHQ-TXN-3MVDXHQ-000605
TXN-3MVDXHQ-000606,32998.42,INR,2026-08-19T17:44:00.684Z,gw-3MVDXHQ-TXN-3MVDXHQ-000606
TXN-3MVDXHQ-000607,11010.68,INR,2026-08-19T17:44:00.739Z,gw-3MVDXHQ-TXN-3MVDXHQ-000607
TXN-3MVDXHQ-000608,30945.51,INR,2026-08-19T17:44:00.861Z,gw-3MVDXHQ-TXN-3MVDXHQ-000608
TXN-3MVDXHQ-000609,26077.22,INR,2026-08-19T17:44:00.929Z,gw-3MVDXHQ-TXN-3MVDXHQ-000609
TXN-3MVDXHQ-000610,31054.57,INR,2026-08-19T17:44:01.057Z,gw-3MVDXHQ-TXN-3MVDXHQ-000610
TXN-3MVDXHQ-000611,25000.53,INR,2026-08-19T17:44:01.176Z,gw-3MVDXHQ-TXN-3MVDXHQ-000611
TXN-3MVDXHQ-000612,2848.25,INR,2026-08-19T17:44:01.210Z,gw-3MVDXHQ-TXN-3MVDXHQ-000612
TXN-3MVDXHQ-000613,46226.43,INR,2026-08-19T17:44:01.306Z,gw-3MVDXHQ-TXN-3MVDXHQ-000613
TXN-3MVDXHQ-000614,11176.73,INR,2026-08-19T17:44:01.426Z,gw-3MVDXHQ-TXN-3MVDXHQ-000614
TXN-3MVDXHQ-000615,42599.73,INR,2026-08-19T17:44:01.582Z,gw-3MVDXHQ-TXN-3MVDXHQ-000615
TXN-3MVDXHQ-000616,46002.30,INR,2026-08-19T17:44:01.654Z,gw-3MVDXHQ-TXN-3MVDXHQ-000616
TXN-3MVDXHQ-000617,32548.43,INR,2026-08-19T17:44:01.731Z,gw-3MVDXHQ-TXN-3MVDXHQ-000617
TXN-3MVDXHQ-000618,38612.18,INR,2026-08-19T17:44:01.859Z,gw-3MVDXHQ-TXN-3MVDXHQ-000618
TXN-3MVDXHQ-000619,8251.12,INR,2026-08-19T17:44:01.932Z,gw-3MVDXHQ-TXN-3MVDXHQ-000619
TXN-3MVDXHQ-000620,769.38,INR,2026-08-19T17:44:02.039Z,gw-3MVDXHQ-TXN-3MVDXHQ-000620
TXN-3MVDXHQ-000621,43476.66,INR,2026-08-19T17:44:02.155Z,gw-3MVDXHQ-TXN-3MVDXHQ-000621
TXN-3MVDXHQ-000622,49199.29,INR,2026-08-19T17:44:02.235Z,gw-3MVDXHQ-TXN-3MVDXHQ-000622
TXN-3MVDXHQ-000623,23469.94,INR,2026-08-19T17:44:02.345Z,gw-3MVDXHQ-TXN-3MVDXHQ-000623
TXN-3MVDXHQ-000624,39166.69,INR,2026-08-19T17:44:02.408Z,gw-3MVDXHQ-TXN-3MVDXHQ-000624
TXN-3MVDXHQ-000625,4707.48,INR,2026-08-19T17:44:02.520Z,gw-3MVDXHQ-TXN-3MVDXHQ-000625
TXN-3MVDXHQ-000626,19321.78,INR,2026-08-19T17:44:02.666Z,gw-3MVDXHQ-TXN-3MVDXHQ-000626
TXN-3MVDXHQ-000627,26119.97,INR,2026-08-19T17:44:02.799Z,gw-3MVDXHQ-TXN-3MVDXHQ-000627
TXN-3MVDXHQ-000628,18188.30,INR,2026-08-19T17:44:02.830Z,gw-3MVDXHQ-TXN-3MVDXHQ-000628
TXN-3MVDXHQ-000629,16642.64,INR,2026-08-19T17:44:02.980Z,gw-3MVDXHQ-TXN-3MVDXHQ-000629
TXN-3MVDXHQ-000630,38905.31,INR,2026-08-19T17:44:03.060Z,gw-3MVDXHQ-TXN-3MVDXHQ-000630
TXN-3MVDXHQ-000631,25137.28,INR,2026-08-19T17:44:03.172Z,gw-3MVDXHQ-TXN-3MVDXHQ-000631
TXN-3MVDXHQ-000632,47095.03,INR,2026-08-19T17:44:03.223Z,gw-3MVDXHQ-TXN-3MVDXHQ-000632
TXN-3MVDXHQ-000633,42337.08,INR,2026-08-19T17:44:03.318Z,gw-3MVDXHQ-TXN-3MVDXHQ-000633
TXN-3MVDXHQ-000634,3271.84,INR,2026-08-19T17:44:03.411Z,gw-3MVDXHQ-TXN-3MVDXHQ-000634
TXN-3MVDXHQ-000635,38074.05,INR,2026-08-19T17:44:03.530Z,gw-3MVDXHQ-TXN-3MVDXHQ-000635
TXN-3MVDXHQ-000636,38010.64,INR,2026-08-19T17:44:03.602Z,gw-3MVDXHQ-TXN-3MVDXHQ-000636
TXN-3MVDXHQ-000637,256.70,INR,2026-08-19T17:44:03.776Z,gw-3MVDXHQ-TXN-3MVDXHQ-000637
TXN-3MVDXHQ-000638,32703.03,INR,2026-08-19T17:44:03.833Z,gw-3MVDXHQ-TXN-3MVDXHQ-000638
TXN-3MVDXHQ-000639,49844.86,INR,2026-08-19T17:44:03.905Z,gw-3MVDXHQ-TXN-3MVDXHQ-000639
TXN-3MVDXHQ-000640,18009.99,INR,2026-08-19T17:44:04.017Z,gw-3MVDXHQ-TXN-3MVDXHQ-000640
TXN-3MVDXHQ-000641,7831.66,INR,2026-08-19T17:44:04.164Z,gw-3MVDXHQ-TXN-3MVDXHQ-000641
TXN-3MVDXHQ-000642,29085.97,INR,2026-08-19T17:44:04.267Z,gw-3MVDXHQ-TXN-3MVDXHQ-000642
TXN-3MVDXHQ-000643,6843.33,INR,2026-08-19T17:44:04.319Z,gw-3MVDXHQ-TXN-3MVDXHQ-000643
TXN-3MVDXHQ-000644,40914.13,INR,2026-08-19T17:44:04.468Z,gw-3MVDXHQ-TXN-3MVDXHQ-000644
TXN-3MVDXHQ-000645,45768.80,INR,2026-08-19T17:44:04.508Z,gw-3MVDXHQ-TXN-3MVDXHQ-000645
TXN-3MVDXHQ-000646,45027.01,INR,2026-08-19T17:44:04.609Z,gw-3MVDXHQ-TXN-3MVDXHQ-000646
TXN-3MVDXHQ-000647,30797.95,INR,2026-08-19T17:44:04.720Z,gw-3MVDXHQ-TXN-3MVDXHQ-000647
TXN-3MVDXHQ-000648,279.54,INR,2026-08-19T17:44:04.848Z,gw-3MVDXHQ-TXN-3MVDXHQ-000648
TXN-3MVDXHQ-000649,19398.20,INR,2026-08-19T17:44:04.912Z,gw-3MVDXHQ-TXN-3MVDXHQ-000649
TXN-3MVDXHQ-000650,4453.16,INR,2026-08-19T17:44:05.062Z,gw-3MVDXHQ-TXN-3MVDXHQ-000650
TXN-3MVDXHQ-000651,48099.11,INR,2026-08-19T17:44:05.121Z,gw-3MVDXHQ-TXN-3MVDXHQ-000651
TXN-3MVDXHQ-000652,10181.09,INR,2026-08-19T17:44:05.238Z,gw-3MVDXHQ-TXN-3MVDXHQ-000652
TXN-3MVDXHQ-000653,45431.38,INR,2026-08-19T17:44:05.362Z,gw-3MVDXHQ-TXN-3MVDXHQ-000653
TXN-3MVDXHQ-000654,38594.46,INR,2026-08-19T17:44:05.444Z,gw-3MVDXHQ-TXN-3MVDXHQ-000654
TXN-3MVDXHQ-000655,32957.83,INR,2026-08-19T17:44:05.544Z,gw-3MVDXHQ-TXN-3MVDXHQ-000655
TXN-3MVDXHQ-000656,30259.95,INR,2026-08-19T17:44:05.678Z,gw-3MVDXHQ-TXN-3MVDXHQ-000656
TXN-3MVDXHQ-000657,3349.82,INR,2026-08-19T17:44:05.750Z,gw-3MVDXHQ-TXN-3MVDXHQ-000657
TXN-3MVDXHQ-000658,21759.84,INR,2026-08-19T17:44:05.820Z,gw-3MVDXHQ-TXN-3MVDXHQ-000658
TXN-3MVDXHQ-000659,41209.54,INR,2026-08-19T17:44:05.914Z,gw-3MVDXHQ-TXN-3MVDXHQ-000659
TXN-3MVDXHQ-000660,48801.62,INR,2026-08-19T17:44:06.037Z,gw-3MVDXHQ-TXN-3MVDXHQ-000660
TXN-3MVDXHQ-000661,5298.23,INR,2026-08-19T17:44:06.125Z,gw-3MVDXHQ-TXN-3MVDXHQ-000661
TXN-3MVDXHQ-000662,13976.31,INR,2026-08-19T17:44:06.279Z,gw-3MVDXHQ-TXN-3MVDXHQ-000662
TXN-3MVDXHQ-000663,28670.65,INR,2026-08-19T17:44:06.333Z,gw-3MVDXHQ-TXN-3MVDXHQ-000663
TXN-3MVDXHQ-000664,39242.37,INR,2026-08-19T17:44:06.417Z,gw-3MVDXHQ-TXN-3MVDXHQ-000664
TXN-3MVDXHQ-000665,38659.80,INR,2026-08-19T17:44:06.553Z,gw-3MVDXHQ-TXN-3MVDXHQ-000665
TXN-3MVDXHQ-000666,46739.67,INR,2026-08-19T17:44:06.604Z,gw-3MVDXHQ-TXN-3MVDXHQ-000666
TXN-3MVDXHQ-000667,29245.51,INR,2026-08-19T17:44:06.712Z,gw-3MVDXHQ-TXN-3MVDXHQ-000667
TXN-3MVDXHQ-000668,16384.07,INR,2026-08-19T17:44:06.843Z,gw-3MVDXHQ-TXN-3MVDXHQ-000668
TXN-3MVDXHQ-000669,13495.38,INR,2026-08-19T17:44:06.986Z,gw-3MVDXHQ-TXN-3MVDXHQ-000669
TXN-3MVDXHQ-000670,40438.84,INR,2026-08-19T17:44:07.049Z,gw-3MVDXHQ-TXN-3MVDXHQ-000670
TXN-3MVDXHQ-000671,19250.69,INR,2026-08-19T17:44:07.143Z,gw-3MVDXHQ-TXN-3MVDXHQ-000671
TXN-3MVDXHQ-000672,27486.51,INR,2026-08-19T17:44:07.283Z,gw-3MVDXHQ-TXN-3MVDXHQ-000672
TXN-3MVDXHQ-000673,47679.98,INR,2026-08-19T17:44:07.322Z,gw-3MVDXHQ-TXN-3MVDXHQ-000673
TXN-3MVDXHQ-000674,34972.86,INR,2026-08-19T17:44:07.495Z,gw-3MVDXHQ-TXN-3MVDXHQ-000674
TXN-3MVDXHQ-000675,22635.43,INR,2026-08-19T17:44:07.527Z,gw-3MVDXHQ-TXN-3MVDXHQ-000675
TXN-3MVDXHQ-000676,27227.84,INR,2026-08-19T17:44:07.616Z,gw-3MVDXHQ-TXN-3MVDXHQ-000676
TXN-3MVDXHQ-000677,1987.06,INR,2026-08-19T17:44:07.709Z,gw-3MVDXHQ-TXN-3MVDXHQ-000677
TXN-3MVDXHQ-000678,7625.09,INR,2026-08-19T17:44:07.899Z,gw-3MVDXHQ-TXN-3MVDXHQ-000678
TXN-3MVDXHQ-000679,24714.04,INR,2026-08-19T17:44:07.954Z,gw-3MVDXHQ-TXN-3MVDXHQ-000679
TXN-3MVDXHQ-000680,46525.96,INR,2026-08-19T17:44:08.021Z,gw-3MVDXHQ-TXN-3MVDXHQ-000680
TXN-3MVDXHQ-000681,41232.90,INR,2026-08-19T17:44:08.141Z,gw-3MVDXHQ-TXN-3MVDXHQ-000681
TXN-3MVDXHQ-000682,1381.15,INR,2026-08-19T17:44:08.277Z,gw-3MVDXHQ-TXN-3MVDXHQ-000682
TXN-3MVDXHQ-000683,6632.51,INR,2026-08-19T17:44:08.317Z,gw-3MVDXHQ-TXN-3MVDXHQ-000683
TXN-3MVDXHQ-000684,9042.54,INR,2026-08-19T17:44:08.446Z,gw-3MVDXHQ-TXN-3MVDXHQ-000684
TXN-3MVDXHQ-000685,43348.53,INR,2026-08-19T17:44:08.508Z,gw-3MVDXHQ-TXN-3MVDXHQ-000685
TXN-3MVDXHQ-000686,28549.93,INR,2026-08-19T17:44:08.692Z,gw-3MVDXHQ-TXN-3MVDXHQ-000686
TXN-3MVDXHQ-000687,47537.39,INR,2026-08-19T17:44:08.702Z,gw-3MVDXHQ-TXN-3MVDXHQ-000687
TXN-3MVDXHQ-000688,4305.93,INR,2026-08-19T17:44:08.883Z,gw-3MVDXHQ-TXN-3MVDXHQ-000688
TXN-3MVDXHQ-000689,18877.41,INR,2026-08-19T17:44:08.989Z,gw-3MVDXHQ-TXN-3MVDXHQ-000689
TXN-3MVDXHQ-000690,46442.39,INR,2026-08-19T17:44:09.025Z,gw-3MVDXHQ-TXN-3MVDXHQ-000690
TXN-3MVDXHQ-000691,27826.14,INR,2026-08-19T17:44:09.175Z,gw-3MVDXHQ-TXN-3MVDXHQ-000691
TXN-3MVDXHQ-000692,9810.59,INR,2026-08-19T17:44:09.296Z,gw-3MVDXHQ-TXN-3MVDXHQ-000692
TXN-3MVDXHQ-000693,40549.40,INR,2026-08-19T17:44:09.362Z,gw-3MVDXHQ-TXN-3MVDXHQ-000693
TXN-3MVDXHQ-000694,24251.20,INR,2026-08-19T17:44:09.414Z,gw-3MVDXHQ-TXN-3MVDXHQ-000694
TXN-3MVDXHQ-000695,11981.27,INR,2026-08-19T17:44:09.570Z,gw-3MVDXHQ-TXN-3MVDXHQ-000695
TXN-3MVDXHQ-000696,34211.62,INR,2026-08-19T17:44:09.690Z,gw-3MVDXHQ-TXN-3MVDXHQ-000696
TXN-3MVDXHQ-000697,13887.30,INR,2026-08-19T17:44:09.758Z,gw-3MVDXHQ-TXN-3MVDXHQ-000697
TXN-3MVDXHQ-000698,28162.98,INR,2026-08-19T17:44:09.896Z,gw-3MVDXHQ-TXN-3MVDXHQ-000698
TXN-3MVDXHQ-000699,49455.21,INR,2026-08-19T17:44:09.992Z,gw-3MVDXHQ-TXN-3MVDXHQ-000699
TXN-3MVDXHQ-000700,3407.50,INR,2026-08-19T17:44:10.041Z,gw-3MVDXHQ-TXN-3MVDXHQ-000700
TXN-3MVDXHQ-000701,3055.55,INR,2026-08-19T17:44:10.159Z,gw-3MVDXHQ-TXN-3MVDXHQ-000701
TXN-3MVDXHQ-000702,48908.28,INR,2026-08-19T17:44:10.216Z,gw-3MVDXHQ-TXN-3MVDXHQ-000702
TXN-3MVDXHQ-000703,2874.20,INR,2026-08-19T17:44:10.313Z,gw-3MVDXHQ-TXN-3MVDXHQ-000703
TXN-3MVDXHQ-000704,7207.52,INR,2026-08-19T17:44:10.427Z,gw-3MVDXHQ-TXN-3MVDXHQ-000704
TXN-3MVDXHQ-000705,21431.72,INR,2026-08-19T17:44:10.537Z,gw-3MVDXHQ-TXN-3MVDXHQ-000705
TXN-3MVDXHQ-000706,12781.26,INR,2026-08-19T17:44:10.700Z,gw-3MVDXHQ-TXN-3MVDXHQ-000706
TXN-3MVDXHQ-000707,24657.34,INR,2026-08-19T17:44:10.748Z,gw-3MVDXHQ-TXN-3MVDXHQ-000707
TXN-3MVDXHQ-000708,20312.26,INR,2026-08-19T17:44:10.863Z,gw-3MVDXHQ-TXN-3MVDXHQ-000708
TXN-3MVDXHQ-000709,17841.59,INR,2026-08-19T17:44:10.944Z,gw-3MVDXHQ-TXN-3MVDXHQ-000709
TXN-3MVDXHQ-000710,48435.18,INR,2026-08-19T17:44:11.028Z,gw-3MVDXHQ-TXN-3MVDXHQ-000710
TXN-3MVDXHQ-000711,2431.55,INR,2026-08-19T17:44:11.190Z,gw-3MVDXHQ-TXN-3MVDXHQ-000711
TXN-3MVDXHQ-000712,2257.38,INR,2026-08-19T17:44:11.267Z,gw-3MVDXHQ-TXN-3MVDXHQ-000712
TXN-3MVDXHQ-000713,31431.49,INR,2026-08-19T17:44:11.327Z,gw-3MVDXHQ-TXN-3MVDXHQ-000713
TXN-3MVDXHQ-000714,2471.23,INR,2026-08-19T17:44:11.446Z,gw-3MVDXHQ-TXN-3MVDXHQ-000714
TXN-3MVDXHQ-000715,22444.60,INR,2026-08-19T17:44:11.534Z,gw-3MVDXHQ-TXN-3MVDXHQ-000715
TXN-3MVDXHQ-000716,45497.85,INR,2026-08-19T17:44:11.663Z,gw-3MVDXHQ-TXN-3MVDXHQ-000716
TXN-3MVDXHQ-000717,49229.78,INR,2026-08-19T17:44:11.797Z,gw-3MVDXHQ-TXN-3MVDXHQ-000717
TXN-3MVDXHQ-000718,37730.77,INR,2026-08-19T17:44:11.866Z,gw-3MVDXHQ-TXN-3MVDXHQ-000718
TXN-3MVDXHQ-000719,14201.72,INR,2026-08-19T17:44:11.988Z,gw-3MVDXHQ-TXN-3MVDXHQ-000719
TXN-3MVDXHQ-000720,26816.88,INR,2026-08-19T17:44:12.030Z,gw-3MVDXHQ-TXN-3MVDXHQ-000720
TXN-3MVDXHQ-000721,5047.63,INR,2026-08-19T17:44:12.110Z,gw-3MVDXHQ-TXN-3MVDXHQ-000721
TXN-3MVDXHQ-000721,5047.63,INR,2026-08-19T17:44:12.110Z,gw-3MVDXHQ-TXN-3MVDXHQ-000721
TXN-3MVDXHQ-000722,9063.03,INR,2026-08-19T17:44:12.211Z,gw-3MVDXHQ-TXN-3MVDXHQ-000722
TXN-3MVDXHQ-000723,44411.79,INR,2026-08-19T17:44:12.307Z,gw-3MVDXHQ-TXN-3MVDXHQ-000723
TXN-3MVDXHQ-000724,18847.42,INR,2026-08-19T17:44:12.422Z,gw-3MVDXHQ-TXN-3MVDXHQ-000724
TXN-3MVDXHQ-000725,39065.07,INR,2026-08-19T17:44:12.501Z,gw-3MVDXHQ-TXN-3MVDXHQ-000725
TXN-3MVDXHQ-000726,41595.92,INR,2026-08-19T17:44:12.634Z,gw-3MVDXHQ-TXN-3MVDXHQ-000726
TXN-3MVDXHQ-000727,14711.70,INR,2026-08-19T17:44:12.794Z,gw-3MVDXHQ-TXN-3MVDXHQ-000727
TXN-3MVDXHQ-000728,12799.45,INR,2026-08-19T17:44:12.865Z,gw-3MVDXHQ-TXN-3MVDXHQ-000728
TXN-3MVDXHQ-000729,33234.55,INR,2026-08-19T17:44:12.934Z,gw-3MVDXHQ-TXN-3MVDXHQ-000729
TXN-3MVDXHQ-000730,23538.47,INR,2026-08-19T17:44:13.008Z,gw-3MVDXHQ-TXN-3MVDXHQ-000730
TXN-3MVDXHQ-000731,35257.69,INR,2026-08-19T17:44:13.186Z,gw-3MVDXHQ-TXN-3MVDXHQ-000731
TXN-3MVDXHQ-000732,32255.03,INR,2026-08-19T17:44:13.216Z,gw-3MVDXHQ-TXN-3MVDXHQ-000732
TXN-3MVDXHQ-000733,34993.22,INR,2026-08-19T17:44:13.365Z,gw-3MVDXHQ-TXN-3MVDXHQ-000733
TXN-3MVDXHQ-000734,26206.56,INR,2026-08-19T17:44:13.445Z,gw-3MVDXHQ-TXN-3MVDXHQ-000734
TXN-3MVDXHQ-000735,15803.24,INR,2026-08-19T17:44:13.509Z,gw-3MVDXHQ-TXN-3MVDXHQ-000735
TXN-3MVDXHQ-000736,7149.92,INR,2026-08-19T17:44:13.618Z,gw-3MVDXHQ-TXN-3MVDXHQ-000736
TXN-3MVDXHQ-000737,2696.59,INR,2026-08-19T17:44:13.759Z,gw-3MVDXHQ-TXN-3MVDXHQ-000737
TXN-3MVDXHQ-000738,43725.01,INR,2026-08-19T17:44:13.885Z,gw-3MVDXHQ-TXN-3MVDXHQ-000738
TXN-3MVDXHQ-000739,27183.73,INR,2026-08-19T17:44:13.955Z,gw-3MVDXHQ-TXN-3MVDXHQ-000739
TXN-3MVDXHQ-000740,3020.51,INR,2026-08-19T17:44:14.012Z,gw-3MVDXHQ-TXN-3MVDXHQ-000740
TXN-3MVDXHQ-000741,830.10,INR,2026-08-19T17:44:14.102Z,gw-3MVDXHQ-TXN-3MVDXHQ-000741
TXN-3MVDXHQ-000742,13602.82,INR,2026-08-19T17:44:14.257Z,gw-3MVDXHQ-TXN-3MVDXHQ-000742
TXN-3MVDXHQ-000743,34841.11,INR,2026-08-19T17:44:14.354Z,gw-3MVDXHQ-TXN-3MVDXHQ-000743
TXN-3MVDXHQ-000744,30938.87,INR,2026-08-19T17:44:14.499Z,gw-3MVDXHQ-TXN-3MVDXHQ-000744
TXN-3MVDXHQ-000745,4840.61,INR,2026-08-19T17:44:14.564Z,gw-3MVDXHQ-TXN-3MVDXHQ-000745
TXN-3MVDXHQ-000746,23554.42,INR,2026-08-19T17:44:14.627Z,gw-3MVDXHQ-TXN-3MVDXHQ-000746
TXN-3MVDXHQ-000747,27786.21,INR,2026-08-19T17:44:14.792Z,gw-3MVDXHQ-TXN-3MVDXHQ-000747
TXN-3MVDXHQ-000748,18419.00,INR,2026-08-19T17:44:14.900Z,gw-3MVDXHQ-TXN-3MVDXHQ-000748
TXN-3MVDXHQ-000749,2980.57,INR,2026-08-19T17:44:14.932Z,gw-3MVDXHQ-TXN-3MVDXHQ-000749
TXN-3MVDXHQ-000750,44539.56,INR,2026-08-19T17:44:15.059Z,gw-3MVDXHQ-TXN-3MVDXHQ-000750
TXN-3MVDXHQ-000751,42416.80,INR,2026-08-19T17:44:15.190Z,gw-3MVDXHQ-TXN-3MVDXHQ-000751
TXN-3MVDXHQ-000752,18889.41,INR,2026-08-19T17:44:15.230Z,gw-3MVDXHQ-TXN-3MVDXHQ-000752
TXN-3MVDXHQ-000753,252.51,INR,2026-08-19T17:44:15.380Z,gw-3MVDXHQ-TXN-3MVDXHQ-000753
TXN-3MVDXHQ-000754,28975.38,INR,2026-08-19T17:44:15.402Z,gw-3MVDXHQ-TXN-3MVDXHQ-000754
TXN-3MVDXHQ-000755,35062.91,INR,2026-08-19T17:44:15.505Z,gw-3MVDXHQ-TXN-3MVDXHQ-000755
TXN-3MVDXHQ-000756,31799.57,INR,2026-08-19T17:44:15.686Z,gw-3MVDXHQ-TXN-3MVDXHQ-000756
TXN-3MVDXHQ-000757,45227.03,INR,2026-08-19T17:44:15.750Z,gw-3MVDXHQ-TXN-3MVDXHQ-000757
TXN-3MVDXHQ-000758,20940.72,INR,2026-08-19T17:44:15.848Z,gw-3MVDXHQ-TXN-3MVDXHQ-000758
TXN-3MVDXHQ-000759,43913.73,INR,2026-08-19T17:44:15.927Z,gw-3MVDXHQ-TXN-3MVDXHQ-000759
TXN-3MVDXHQ-000760,24074.38,INR,2026-08-19T17:44:16.070Z,gw-3MVDXHQ-TXN-3MVDXHQ-000760
TXN-3MVDXHQ-000761,29121.54,INR,2026-08-19T17:44:16.137Z,gw-3MVDXHQ-TXN-3MVDXHQ-000761
TXN-3MVDXHQ-000762,36515.33,INR,2026-08-19T17:44:16.267Z,gw-3MVDXHQ-TXN-3MVDXHQ-000762
TXN-3MVDXHQ-000763,28850.14,INR,2026-08-19T17:44:16.327Z,gw-3MVDXHQ-TXN-3MVDXHQ-000763
TXN-3MVDXHQ-000764,40935.64,INR,2026-08-19T17:44:16.404Z,gw-3MVDXHQ-TXN-3MVDXHQ-000764
TXN-3MVDXHQ-000765,39082.83,INR,2026-08-19T17:44:16.563Z,gw-3MVDXHQ-TXN-3MVDXHQ-000765
TXN-3MVDXHQ-000766,1094.03,INR,2026-08-19T17:44:16.629Z,gw-3MVDXHQ-TXN-3MVDXHQ-000766
TXN-3MVDXHQ-000767,5578.31,INR,2026-08-19T17:44:16.754Z,gw-3MVDXHQ-TXN-3MVDXHQ-000767
TXN-3MVDXHQ-000768,15596.70,INR,2026-08-19T17:44:16.810Z,gw-3MVDXHQ-TXN-3MVDXHQ-000768
TXN-3MVDXHQ-000769,41879.49,INR,2026-08-19T17:44:16.922Z,gw-3MVDXHQ-TXN-3MVDXHQ-000769
TXN-3MVDXHQ-000770,38855.40,INR,2026-08-19T17:44:17.012Z,gw-3MVDXHQ-TXN-3MVDXHQ-000770
TXN-3MVDXHQ-000771,19069.49,INR,2026-08-19T17:44:17.169Z,gw-3MVDXHQ-TXN-3MVDXHQ-000771
TXN-3MVDXHQ-000772,21093.86,INR,2026-08-19T17:44:17.205Z,gw-3MVDXHQ-TXN-3MVDXHQ-000772
TXN-3MVDXHQ-000773,30841.91,INR,2026-08-19T17:44:17.378Z,gw-3MVDXHQ-TXN-3MVDXHQ-000773
TXN-3MVDXHQ-000774,5064.86,INR,2026-08-19T17:44:17.445Z,gw-3MVDXHQ-TXN-3MVDXHQ-000774
TXN-3MVDXHQ-000775,13274.98,INR,2026-08-19T17:44:17.569Z,gw-3MVDXHQ-TXN-3MVDXHQ-000775
TXN-3MVDXHQ-000776,849.59,INR,2026-08-19T17:44:17.655Z,gw-3MVDXHQ-TXN-3MVDXHQ-000776
TXN-3MVDXHQ-000777,42555.92,INR,2026-08-19T17:44:17.790Z,gw-3MVDXHQ-TXN-3MVDXHQ-000777
TXN-3MVDXHQ-000778,2906.14,INR,2026-08-19T17:44:17.852Z,gw-3MVDXHQ-TXN-3MVDXHQ-000778
TXN-3MVDXHQ-000779,21361.64,INR,2026-08-19T17:44:17.987Z,gw-3MVDXHQ-TXN-3MVDXHQ-000779
TXN-3MVDXHQ-000780,14196.53,INR,2026-08-19T17:44:18.023Z,gw-3MVDXHQ-TXN-3MVDXHQ-000780
TXN-3MVDXHQ-000781,25362.19,INR,2026-08-19T17:44:18.135Z,gw-3MVDXHQ-TXN-3MVDXHQ-000781
TXN-3MVDXHQ-000782,17989.69,INR,2026-08-19T17:44:18.244Z,gw-3MVDXHQ-TXN-3MVDXHQ-000782
TXN-3MVDXHQ-000783,18145.70,INR,2026-08-19T17:44:18.345Z,gw-3MVDXHQ-TXN-3MVDXHQ-000783
TXN-3MVDXHQ-000784,14646.18,INR,2026-08-19T17:44:18.426Z,gw-3MVDXHQ-TXN-3MVDXHQ-000784
TXN-3MVDXHQ-000785,29964.35,INR,2026-08-19T17:44:18.536Z,gw-3MVDXHQ-TXN-3MVDXHQ-000785
TXN-3MVDXHQ-000786,12593.44,INR,2026-08-19T17:44:18.657Z,gw-3MVDXHQ-TXN-3MVDXHQ-000786
TXN-3MVDXHQ-000787,22478.76,INR,2026-08-19T17:44:18.750Z,gw-3MVDXHQ-TXN-3MVDXHQ-000787
TXN-3MVDXHQ-000788,44802.43,INR,2026-08-19T17:44:18.828Z,gw-3MVDXHQ-TXN-3MVDXHQ-000788
TXN-3MVDXHQ-000789,23157.15,INR,2026-08-19T17:44:18.981Z,gw-3MVDXHQ-TXN-3MVDXHQ-000789
TXN-3MVDXHQ-000789,23157.15,INR,2026-08-19T17:44:18.981Z,gw-3MVDXHQ-TXN-3MVDXHQ-000789
TXN-3MVDXHQ-000790,6959.80,INR,2026-08-19T17:44:19.020Z,gw-3MVDXHQ-TXN-3MVDXHQ-000790
TXN-3MVDXHQ-000791,46504.11,INR,2026-08-19T17:44:19.121Z,gw-3MVDXHQ-TXN-3MVDXHQ-000791
TXN-3MVDXHQ-000792,31372.61,INR,2026-08-19T17:44:19.223Z,gw-3MVDXHQ-TXN-3MVDXHQ-000792
TXN-3MVDXHQ-000793,10291.67,INR,2026-08-19T17:44:19.325Z,gw-3MVDXHQ-TXN-3MVDXHQ-000793
